timestamp,device_id,event_type,event_payload
1595275274.536,9621ebc2,squirrel,251b07b40eec40
1595275274.542,9621ebc2,squirrel,8152e06a2ccb0
1595275274.568,a8dd6a50,round,37e3a41cac2924ebc8
1595275274.642,d5408274,Squirrel,bc49d596c32c0f247d4ff9c
1595275274.655,c8428cc3,Green,b1126d43ec789a
1595275274.695,A60B7571,light,e2ebff664f51a5d9be14
1595275274.778,9621ebc2,round,e1809eda1d56159
1595275274.869,0c428083,squirrel,eca8c1b6ba317be10109
1595275274.901,0c428083,squirrel,180aaf363167c3ddeee3331
1595275274.909,0c428083,squirrel,e9e380c4ee26b85be
1595275274.97,d5408274,Squirrel,4102d880fed18c2a1aff144
1595275275.017,0c428083,squirrel,6b3e2085489548f91b96aa6f0
1595275275.061,0c428083,squirrel,3bccd5a299e82a0
1595275275.106,9621ebc2,squirrel,533c62891b462ee
1595275275.119,c8428cc3,Round,7e763d22de79cdd4729d3e
1595275275.133,608e7311,Round,2358ac3ba423bae69c22b61
1595275275.187,88fbaf94,round,f2a1a466e5f81978416
1595275275.257,8b6756cb,light,fc61c95ab091aa559b
1595275275.327,9621ebc2,squirrel,b22af1fe47ac441ca3622d941
1595275275.334,9621ebc2,squirrel,44924ddaf47df
1595275275.381,0c428083,squirrel,6bae6d3a7ae3642b7398a2d9a4
1595275275.443,4DC735BC,light,711970d99f23be2c806a
1595275275.451,9621ebc2,squirrel,9b93a9278b17cfe0bed188
1595275275.486,940B4D8A,squirrel,78f4d68ec53a68392ca19af2
1595275275.497,EE8C7925,Green,5bb1d1a830524c88a39831e1
1595275275.525,0c428083,squirrel,dd69ce80a782eda932
1595275275.566,940B4D8A,round,265c08a507316
1595275275.581,0C11352F,light,ab6978f6a2342d1
1595275275.634,9621ebc2,squirrel,495b6eedb96bf0f4bb8e7
1595275275.653,0c428083,squirrel,15ecc8b868315c
1595275275.664,48395fbc,Round,aa7c8e15e26cbd91d39eb
1595275275.67,9621ebc2,squirrel,09fb2304422449a20b6a31
1595275275.76,37a889f3,Round,7733cae5b37be598df
1595275275.785,c8428cc3,Squirrel,7f44ad413d9a0b0c3546c4c2a9
1595275275.802,60c4b6ff,squirrel,93aebe9b121c18f289114b6f9d
1595275275.872,9621ebc2,squirrel,72f34d92711f7a5
1595275275.963,9621ebc2,squirrel,3fae695c675ebf2665afcd9
1595275276.028,9621ebc2,squirrel,a3d0f279254f8a4b604882a
1595275276.045,0c428083,squirrel,63af80a2abc738
1595275276.082,c8428cc3,Squirrel,4106f16f89a012f96983
1595275276.147,d5408274,Light,c8b93e3ceb372
1595275276.168,37a889f3,Light,9854615c975e97e874c67f
1595275276.22,9621ebc2,squirrel,0a39c38f57d3746fd87121
1595275276.25,9621ebc2,squirrel,c7d01f64a75d93c7cb21b758
1595275276.328,0c428083,squirrel,d5956b743d9d4d3
1595275276.355,9621ebc2,squirrel,db3b772c56e86ab358f
1595275276.423,0c428083,squirrel,d5f7f85eeec2dc2
1595275276.464,9621ebc2,light,b673c5fdddde6438
1595275276.49,0c428083,squirrel,4ec0502fc22e77365b
1595275276.501,d5408274,Squirrel,38b317c370e2c6b
1595275276.502,9621ebc2,squirrel,f022f1840722c9a3283f2b34f
1595275276.511,0C11352F,light,217b48fabf0893
1595275276.536,9621ebc2,squirrel,cfa88c7e79895c04017ab12
1595275276.559,608e7311,Round,515970334376595683854
1595275276.617,d5408274,Green,39ffb279d1e452
1595275276.626,0c428083,squirrel,815363d2dcbfa7008143
1595275276.677,0c428083,squirrel,22954af6856228e
1595275276.685,c8428cc3,Round,621d67a6d9a845891d4d4a6
1595275276.705,0c428083,squirrel,7c75c198910fd6ab7948
1595275276.74,c8428cc3,Squirrel,e8aeb91d11bf6
1595275276.741,9621ebc2,squirrel,aac9f9f62d4cbed491c38
1595275276.769,0c428083,squirrel,4d1fd831f8a3a4b434c6f69
1595275276.821,0c428083,squirrel,b7c28d7068029
1595275276.912,9621ebc2,squirrel,3964dfc504e4e7d6bb49963
1595275276.964,d5408274,Squirrel,921ad46f04b2f940d2c23
1595275276.977,9621ebc2,squirrel,2a7a6031eaebe60c70c2d29774
1595275276.999,9621ebc2,squirrel,ba748eda43f6d7
1595275277.045,60c4b6ff,squirrel,5bd4a8c9403b67cdf61792dd
1595275277.069,0c428083,squirrel,ce5606751cdf1
1595275277.126,0c428083,squirrel,aa3d5cf465edb0cd8252af
1595275277.156,0c428083,squirrel,da969134ecc38129
1595275277.209,d5408274,Squirrel,786848c04f57cd676b
1595275277.273,9621ebc2,squirrel,4db497c08972a2835464b710a
1595275277.296,608e7311,Round,b8bee1be6b7a20003b1a26e6
1595275277.306,9621ebc2,squirrel,77a5de70192f905654d6b25
1595275277.307,0c428083,squirrel,14212b4412e93ba1fc01e39b
1595275277.326,0c428083,squirrel,8f7076321bdc7b180
1595275277.398,60c4b6ff,squirrel,c63264ae753d5897855d6c4
1595275277.411,9621ebc2,squirrel,acab3fbe371061604c4905c686
1595275277.452,0c428083,squirrel,fa8573a32e2950c640a81d3
1595275277.464,0c428083,squirrel,e60d6c2e205942bac
1595275277.537,9621ebc2,squirrel,3cea0fadbc302
1595275277.563,9621ebc2,squirrel,094cb9794cae4ba260
1595275277.601,c8428cc3,Squirrel,3bd1a100ed8e0ebc
1595275277.62,c8428cc3,Round,442fbdd20d488d4
1595275277.682,37a889f3,Round,e5cee6f9a981ec200bd3
1595275277.736,0c428083,squirrel,9e048db9c6e467812b002
1595275277.793,9621ebc2,squirrel,8b83d2f49795cac99
1595275277.796,0c428083,round,0b7e7e1fd4242be44e
1595275277.839,940B4D8A,light,3d1000b7b8cb6eb81c4c174f
1595275277.861,c8428cc3,Squirrel,668363ca1d081e0fb8dab9
1595275277.867,9621ebc2,squirrel,72b976cfba099ec
1595275277.917,c8428cc3,Light,c9a2d63d44d3f92c
1595275277.945,b777af2a,Squirrel,849ff2c808ee2714
1595275277.99,9621ebc2,squirrel,70d7d51d57cb38009
1595275278.023,68197783,light,618b3148bacbe
1595275278.087,60c4b6ff,squirrel,7b9aa512f2db714
1595275278.091,9621ebc2,squirrel,22944b4290326
1595275278.133,9621ebc2,squirrel,ab4209024ad731588a53
1595275278.215,9621ebc2,squirrel,3d286a4642a4194db99a368
1595275278.225,9621ebc2,squirrel,a555bd2613d23e588f3
1595275278.247,0C11352F,light,6b19c40424b6acccd04b
1595275278.277,9621ebc2,squirrel,55df61e278bbe157f632b7d
1595275278.304,0C11352F,light,a0d85b04444869895594a65c
1595275278.363,0c428083,squirrel,61b84fa8ba89e511ad33
1595275278.439,9621ebc2,squirrel,ce74d6beedd6d9912df05bdd9
1595275278.475,608e7311,Light,2da8f5a881045
1595275278.5,88fbaf94,round,7f05d3baf3045991aed94bba1
