timestamp,device_id,event_type,event_payload
1595275076.498,9621ebc2,squirrel,10b5bbb97b602d8
1595275076.538,d5408274,Squirrel,86fbf9f605bf935be5261540
1595275076.59,d5408274,Squirrel,2f9530e7813f6faa609
1595275076.623,60c4b6ff,light,9382e1d411c25
1595275076.624,9621ebc2,squirrel,fd94111b9faa68e
1595275076.663,9621ebc2,squirrel,2a427f3c9478e1903a86
1595275076.747,0c428083,squirrel,47afd696bea144f01
1595275076.787,d5408274,Green,108c4d839f4a579ab521d
1595275076.818,60c4b6ff,squirrel,34e37ca1ad9cd22834dbbce76
1595275076.868,0c428083,squirrel,66a93840b78b1f5
1595275076.933,68197783,light,b9fa0614cd8ae1e87245c
1595275076.993,a8dd6a50,round,ca9fe4aef65ad22dfc
1595275077.038,a8dd6a50,round,c2973690ebfe1f7a
1595275077.066,9621ebc2,squirrel,b74b1cc0be21be
1595275077.082,0c428083,squirrel,c6acd7103caedb7c
1595275077.093,9621ebc2,squirrel,b5a15fcc58dd67
1595275077.108,9621ebc2,squirrel,23c470486d84326465a4e5b58
1595275077.196,0c428083,squirrel,224a69ee7fef8
1595275077.231,0c428083,squirrel,90313ce1188b6db8060
1595275077.268,d5408274,Squirrel,f40838326abe7c13a12228d95
1595275077.29,0C11352F,light,3e34a6012fc24b8d
1595275077.309,a8dd6a50,green,c357026c7707f9ec5f
1595275077.309,608e7311,Light,4078baddfc75b92bd
1595275077.339,940B4D8A,squirrel,48e65eec397f050cef8
1595275077.353,60c4b6ff,light,8b3a77c690fe7dcdffff8c72
1595275077.39,0c428083,squirrel,0a078aa69f6d2624045
1595275077.45,0c428083,squirrel,adf11013f93079c9c36cfd5
1595275077.451,348FBFB4,light,fe4111563b42a81
1595275077.529,c8428cc3,Squirrel,341c66c49b9c18eac7d
1595275077.537,b777af2a,Light,16265e33985e7cfdb7
1595275077.539,0c428083,squirrel,3a61fcabf58a6b5ba26004
1595275077.568,608e7311,Round,c168e857383068d6e1836bde0
1595275077.596,b777af2a,Squirrel,4104e88ae0249a23d1a9e9
1595275077.642,0c428083,squirrel,0c190566d491f0973fc2fcf
1595275077.69,d5408274,Green,330fbf9cbcbea81b90bd9af4
1595275077.702,c8428cc3,Squirrel,e41562c34614f72f1ee34
1595275077.742,0c428083,squirrel,0ea882608da7633b2115d
1595275077.745,940B4D8A,light,c1fd74081358ad
1595275077.789,9621ebc2,squirrel,8fc22799656ebc3c5b1c242
1595275077.822,0c428083,squirrel,33a2a1735316ea
1595275077.854,0c428083,squirrel,054aafa15a7ea304042
1595275077.863,9621ebc2,squirrel,ceca2de1200445b6b014d5d
1595275077.882,0c428083,squirrel,4faf60144051f
1595275077.967,9621ebc2,squirrel,36b74ba78d559
1595275078.046,A60B7571,round,c5b3918a71d9da79713efe534b
1595275078.048,608e7311,Squirrel,fc008fd9b3cef57c38b6a430
1595275078.06,9621ebc2,squirrel,ed55efc229cda5be3f5574c20
1595275078.102,9621ebc2,squirrel,ebdea9c36a53b9c1410f955cb3
1595275078.109,0c428083,squirrel,edc6f8a7630c92
1595275078.135,0c428083,squirrel,444af4b50a530e
1595275078.144,9621ebc2,squirrel,e0a1e26b19ebf2c7be
1595275078.191,88fbaf94,light,475e235b222ca369c8232e80
1595275078.217,0c428083,squirrel,490297ca84034
1595275078.261,9621ebc2,squirrel,0b13f2809907ea9678e70f11
1595275078.321,0c428083,light,71946468b2270b14
1595275078.363,9621ebc2,squirrel,89265524f063c
1595275078.424,d5408274,Green,15136045c73d733d744a11
1595275078.465,9621ebc2,squirrel,a93876ed1c4a194554
1595275078.471,9621ebc2,squirrel,2649e1eda879316dc00bf
1595275078.48,0c428083,squirrel,0ada9e063fa77881
1595275078.496,0c428083,squirrel,a8fdb884e6ee778459f2474a20
