timestamp,device_id,event_type,event_payload
1595275476.196,9621ebc2,squirrel,3a0009adc47a20c
1595275476.282,9621ebc2,squirrel,b7cb2dc78cd9e12155bdf6
1595275476.308,9621ebc2,squirrel,1cbf47358ba98523141f5c
1595275476.398,9621ebc2,squirrel,85f8ae183332e33ee0b0
1595275476.419,0c428083,squirrel,04a9f50936a0062
1595275476.454,9621ebc2,squirrel,104a203698d5cdbb467101
1595275476.482,0c428083,squirrel,c3883e72b0cf8adb
1595275476.545,9621ebc2,squirrel,ca180f910e9a9b4f611
1595275476.598,0c428083,squirrel,ccbe8559dc0972
1595275476.609,940B4D8A,light,d9fa7c90fb2405a6db02e6912
1595275476.624,9621ebc2,squirrel,4c2654e7cf534cb9a
1595275476.625,9621ebc2,squirrel,677614c2bf72fea1a615a6b
1595275476.653,0c428083,squirrel,26df2ea1c530f84c9b
1595275476.71,348FBFB4,green,42508a2006e2e89b50554
1595275476.773,60c4b6ff,squirrel,01db06ff4bef9
1595275476.847,9621ebc2,squirrel,b6762684e7579
1595275476.896,d5408274,Squirrel,4cfa5328812c24505be77
1595275476.902,9621ebc2,round,55ae311d36acc9e213d
1595275476.929,9621ebc2,squirrel,7c9a8ea60c8e5fcf187301d
1595275476.94,c8428cc3,Round,f683e5d638ee1712
1595275477.037,d5408274,Squirrel,0a76ca93a2b988
1595275477.042,3d23300e,round,c699d46c0bd14b232c8
1595275477.051,60c4b6ff,light,6e33bae9141a657
1595275477.085,608e7311,Round,39bfd13456dfb
1595275477.088,b777af2a,Squirrel,aea884bbc56ca3
1595275477.104,d5408274,Round,d132cf2cafcce39ec9d
1595275477.171,d5408274,Squirrel,1a75d38c71d72b1074
1595275477.183,940B4D8A,squirrel,1b011a96728df5ae91c
1595275477.234,9621ebc2,squirrel,09d1903417b66826f35ce8495
1595275477.241,b777af2a,Squirrel,b7b8b1215d4698b772a00e0
1595275477.293,c8428cc3,Squirrel,b7e1903e61a9d1
1595275477.3,b777af2a,Squirrel,588dd31a7638d7d8fd0f3a4166
1595275477.306,A60B7571,squirrel,8118a04e4b0383949f
1595275477.346,0c428083,squirrel,9c3147d39f9a09
1595275477.361,0c428083,squirrel,fa64ef5aab2dc1d21fa
1595275477.403,A60B7571,round,8868c4bec75c26ff5e3f26fe7
1595275477.476,9621ebc2,squirrel,cd78090f7c54fe5
1595275477.497,9621ebc2,squirrel,a909ed4330cd4
1595275477.53,9621ebc2,squirrel,c19a27dbea0787c757cd27457f
1595275477.55,c8428cc3,Squirrel,338eac0a2aeae8986a5ad0cd
1595275477.619,9621ebc2,squirrel,d90d5ecba9c22355
1595275477.626,9621ebc2,round,3177918daad8bb25fb
1595275477.628,3d23300e,light,17954cc6d4dcf039a711
1595275477.672,9621ebc2,squirrel,7de3753ac79dee5
1595275477.699,940B4D8A,squirrel,3508c4e75969b21403
1595275477.712,9621ebc2,squirrel,6199506c06b3dd5f4
1595275477.759,48395fbc,Light,6a8d84b4889a2100386365645b
1595275477.764,0c428083,round,d68e21829dcab5
1595275477.804,9621ebc2,squirrel,e92ef4037b7fc722901b
1595275477.832,0c428083,squirrel,25b452eebfe08eca3a3
1595275477.838,9621ebc2,squirrel,508ba6d4788cdaa835
1595275477.917,0c428083,round,639b6ebe29383
1595275477.984,0C11352F,light,1e2d99e08f1e4
1595275478.002,0c428083,light,34f583b1e0a86
1595275478.009,9621ebc2,squirrel,68a8828e5c5ed
1595275478.012,9621ebc2,squirrel,3319db507cdf081622691a9
1595275478.054,9621ebc2,squirrel,2607973c9400dab6a75d
1595275478.141,9621ebc2,squirrel,00b5aeb32a5b38e7ac4c96ba7
1595275478.146,60c4b6ff,squirrel,c0225d48e81189cc63ab
1595275478.18,608e7311,Green,0a3ed80099233445e
1595275478.2,A60B7571,squirrel,2ad739a9916e90f145d826688
1595275478.293,9621ebc2,squirrel,0d42d137f7017
1595275478.35,9621ebc2,squirrel,2410dfe475f0e1df764ee1d3c8
1595275478.399,0c428083,squirrel,06b6f33efdfc048a4af
1595275478.428,9621ebc2,squirrel,bc69dd3959dbfc25f8b1f4b
1595275478.451,0c428083,round,8a6ac46237eddbbbfeb28b1406
1595275478.541,48395fbc,Light,b9aad2c1ebb49400fce2
1595275478.608,b777af2a,Squirrel,92ea02dbcbfbd992aa67245
1595275478.63,0c428083,squirrel,c0a43984838462c66b015f99b
1595275478.638,48395fbc,Light,61a799aca177eaf8574c5faa
1595275478.655,9621ebc2,squirrel,4328297f77e0d2161d289680b
1595275478.663,A60B7571,round,e22ea3e9ab3c26230b
1595275478.671,9621ebc2,squirrel,04b363cc511b3900f9224d
1595275478.717,60c4b6ff,squirrel,b08d0aa21ece839e3857dcaf05
1595275478.743,c8428cc3,Squirrel,78ce2896de118cfd176d
1595275478.744,9621ebc2,squirrel,b70c4618f8946
1595275478.761,c8428cc3,Squirrel,2874b9bd6225c5f054ce0
1595275478.799,c8428cc3,Squirrel,9321995d77ffeecb6
1595275478.81,0c428083,squirrel,601d78ae51ec66aee65e01b5
1595275478.843,0c428083,squirrel,57b43664c9882b0e36f
1595275478.885,9621ebc2,squirrel,a180789891f416ca204d7f3c1
1595275478.929,9621ebc2,squirrel,05c289b6cd15e8e1a7562
1595275478.938,EE8C7925,Round,1f7ce852246a788b3ce
1595275478.95,940B4D8A,squirrel,75fe014e7044cb5cc7a7636
1595275478.974,d5408274,Squirrel,88a8aa8cc1dc2e7ff900d35ee
1595275479.014,9621ebc2,squirrel,4da9eb750e89a732ece8b
1595275479.021,9621ebc2,squirrel,d51df7a7d4bd45c8dc9d
1595275479.029,9621ebc2,squirrel,a5338586c73e038
