timestamp,device_id,event_type,event_payload
1595274875.48,0c428083,squirrel,f3e96ee594f9361fb
1595274875.514,0c428083,squirrel,f9e748d7cdf68c01ceb6f94a
1595274875.521,0c428083,squirrel,c6b4d95d2a3c7a
1595274875.55,d5408274,Round,b87abdafeb26f833827876
1595274875.569,c8428cc3,Squirrel,8354b9ab77b76
1595274875.578,48395fbc,Light,8058e5bd21702
1595274875.641,9621ebc2,squirrel,ca82e5fb5526b0b117f7c74b
1595274875.658,60c4b6ff,light,dec68db305931281b04861
1595274875.677,68197783,light,1a3666edd981fe30
1595274875.681,a8dd6a50,round,8365df0ad0399173bb1622d7
1595274875.728,c8428cc3,Squirrel,2a869d3d2de32fdd14ee65d943
1595274875.757,0c428083,squirrel,a140e07edf3bb7183c35
1595274875.785,c8428cc3,Squirrel,87991436f608e71
1595274875.792,348FBFB4,light,1d9580fadb61be0535a3
1595274875.878,0c428083,squirrel,e68044d3998883a3c2f18a
1595274875.892,9621ebc2,squirrel,97b44b88410fedd70e0
1595274875.926,c8428cc3,Squirrel,04127325c49485c3
1595274875.962,0c428083,squirrel,bd198f00879b3e87b24b7e070
1595274876.044,9621ebc2,squirrel,e9b3692d6489609b01e81
1595274876.096,A60B7571,round,143e2003a5c5e81ec4
1595274876.141,4DC735BC,light,1e8145812a4f085c506e435d0
1595274876.162,c8428cc3,Squirrel,4dbd56e7a5acbcc1b5
1595274876.212,0c428083,squirrel,eaa07928bc7da37ce
1595274876.236,d5408274,Squirrel,8504cfde4d11d6740fd0add563
1595274876.306,348FBFB4,light,aaa669e2f34eee2dbe5
1595274876.346,0c428083,squirrel,424204c33f85a049f4
1595274876.399,c8428cc3,Squirrel,e9c2bed4d39666
1595274876.418,9621ebc2,squirrel,fe62fc313e9560cb95c8ec83
1595274876.453,9621ebc2,squirrel,755c8fd3467f84
1595274876.51,c8428cc3,Squirrel,3500fd99cdc73ff86a5d8353
1595274876.529,0c428083,squirrel,2af0c799bb1c96a3747d
1595274876.561,940B4D8A,round,5b2122f80b51017ca858e89
1595274876.6,0c428083,round,82efa04778a566e
1595274876.623,0c428083,squirrel,ed2f9e815f40994c
1595274876.631,60c4b6ff,light,604f45bb5dfd5e3fc5ee4
1595274876.645,0c428083,squirrel,26c9d49f934d124126
1595274876.659,9621ebc2,squirrel,d2fa4f14be9a76
1595274876.685,608e7311,Squirrel,0cf35bf9c14aba07a3d99
1595274876.687,48395fbc,Round,17f8ac673c5b8a081
1595274876.716,0c428083,squirrel,0ae4ee5421057690c96e
1595274876.723,d5408274,Green,207c5d549c58b3c304b13641da
1595274876.726,9621ebc2,squirrel,855440f6e15b45bc1a818ac188
1595274876.77,9621ebc2,squirrel,8a8a54d38c00d
1595274876.787,0c428083,squirrel,31d53031212e80dcade2a
1595274876.797,c8428cc3,Squirrel,feb84652a8041e6a89094f85f
1595274876.811,0c428083,squirrel,0801cd7c69713
1595274876.861,d5408274,Squirrel,e1adde0beb9b33
1595274876.923,0c428083,squirrel,e9c11b6c7085569
1595274876.955,d5408274,Squirrel,a5f9ebd4f2b5223e601ac9
1595274876.97,0C11352F,round,31f196799610c19f689
1595274876.994,9621ebc2,squirrel,45c3adf6038bebd8
1595274877.038,b777af2a,Round,c7f8a1296d9ae5f784ff931d
1595274877.084,9621ebc2,squirrel,f0e08cf5bae27a82d1ed
1595274877.095,940B4D8A,squirrel,4d51517b9a4772822265259f5
1595274877.123,0c428083,squirrel,43fc21cd50819aaf82
1595274877.124,9621ebc2,squirrel,e96ddfbff900628dad
1595274877.133,0c428083,squirrel,50ad38024b8f1b764
1595274877.163,9621ebc2,squirrel,b86f857e028dd27139db2
1595274877.202,b777af2a,Light,a60fc524bb6b9
1595274877.207,c8428cc3,Squirrel,7a6efadaddc5b1d
1595274877.231,0c428083,squirrel,afc3f8e41a0bcce798b
1595274877.248,60c4b6ff,squirrel,21a0ff971883c622ad9f3
1595274877.253,0c428083,squirrel,260cbac0e105ba
1595274877.262,A60B7571,round,db7cdc01ff61933706b9
1595274877.265,0c428083,squirrel,128859f5f6f9a2f125e
1595274877.269,940B4D8A,light,692baeb83488cd69
1595274877.274,9621ebc2,squirrel,de54669858f09161b6b15f36d
1595274877.321,0c428083,squirrel,9ea9b4b9fb6668dd
1595274877.372,88fbaf94,squirrel,660c6c5443e31eb96a
1595274877.41,9621ebc2,squirrel,df40d45d1600b2b2606590dd08
1595274877.458,0c428083,squirrel,5f4af0c4b872352653df
1595274877.48,60c4b6ff,squirrel,449b2dfea8f9ee13
1595274877.515,9621ebc2,squirrel,55f2867cac87f2dd57eb
1595274877.533,9621ebc2,squirrel,60bc6021e8602f
1595274877.598,9621ebc2,squirrel,a5180e46aa7176d532a528f
1595274877.65,37a889f3,Round,5321850670c77937e3c604c2
1595274877.667,9621ebc2,squirrel,8f9a8653f7c1b9a60287592b
1595274877.735,0c428083,squirrel,b03a7785ad51b55ba
1595274877.786,9621ebc2,squirrel,4ff0bfc39e0aa78a9
1595274877.846,9621ebc2,squirrel,19d788f55329b6c522855
1595274877.906,0c428083,squirrel,f0f91581e64e56b7d5e5079
1595274877.914,d5408274,Green,6b4982548a8eea6c885bbc486
1595274877.941,48395fbc,Green,4abe5d109682f264337bae9633
1595274877.959,d5408274,Green,3d71280327421da214b
1595274877.976,c8428cc3,Light,fd044c6c73edce47
1595274878.006,9621ebc2,squirrel,9378fbdeaf8e18461
1595274878.041,0c428083,squirrel,7aefe4c21a45ae9f4b9b
1595274878.106,c8428cc3,Squirrel,7314839cf97f41928
1595274878.11,0c428083,squirrel,984f498a5d15086c2d
1595274878.116,9621ebc2,squirrel,08edf21786e7f38b02d11
1595274878.167,0c428083,squirrel,e90c251de537204e66ab9c
1595274878.233,9621ebc2,squirrel,3c19d33a01dd87
1595274878.255,88fbaf94,squirrel,b47c593dfaeec54cdada9ba77c
1595274878.261,0c428083,squirrel,323684a8533771cf5c
1595274878.297,9621ebc2,squirrel,c0aea1c9b7e5b58c27d55
1595274878.344,8b6756cb,light,36d90655f08bf9d7a5
1595274878.352,9621ebc2,squirrel,52cd1093c5767c3527a9d
1595274878.44,0c428083,squirrel,b63a14640bff891316b287
1595274878.464,9621ebc2,squirrel,9649215f882b1315b
1595274878.483,940B4D8A,squirrel,74fd35760e172caffae
1595274878.509,8b6756cb,round,b089eddcd6fda
1595274878.517,0c428083,squirrel,78d64d8f899bc162e
1595274878.558,A60B7571,round,8bab6264a230f
1595274878.568,b777af2a,Round,54480e6abab0dae43653be0
1595274878.64,9621ebc2,light,68823ac0f24b71ce80cef7a741
1595274878.647,940B4D8A,squirrel,85605ecc8cdd62b
1595274878.697,0c428083,squirrel,0685a9b2ef5ec5df8
1595274878.709,9621ebc2,squirrel,67ec3e101c53ef6c14d3178c
1595274878.719,60c4b6ff,squirrel,913a3b66255a71bb003
1595274878.761,68197783,light,b8b59ec7b6e213443ca
1595274878.782,0c428083,squirrel,6a77edb3e13b0ce88bee
1595274878.799,c8428cc3,Green,a8b70091430cc77a8ab1849
1595274878.801,9621ebc2,round,08650f60808824713c563a1
1595274878.804,d5408274,Round,4aae325b6e815d3
1595274878.838,88fbaf94,squirrel,7d212ea10ab376
1595274878.876,9621ebc2,squirrel,5c054f68aa0040
1595274878.912,88fbaf94,light,4dfacf0b1d4b5e40802d9d0
1595274878.945,c8428cc3,Squirrel,4ea98b863c306bb41b9faf185a
1595274878.948,9621ebc2,squirrel,f54fd53ff6b6d94f54961
1595274878.962,0c428083,squirrel,99f30a283d197c4a9
1595274878.968,9621ebc2,squirrel,925d5a7199731901781f
1595274878.977,9621ebc2,squirrel,c87737b52cdd6bfb
1595274879.035,9621ebc2,squirrel,61fe6610e8ad67c5
1595274879.044,8b6756cb,round,694bc88a8c0aff
1595274879.084,88fbaf94,light,42057ffdf8cbb3c24350b82e
1595274879.099,0c428083,squirrel,ac13b83a202d5ab644
1595274879.142,9621ebc2,squirrel,d8bdb4b71780f
1595274879.192,0c428083,squirrel,61414c85033291a8c2c27e1
1595274879.218,88fbaf94,round,08cb0d5281b4a6ede35
1595274879.243,48395fbc,Light,052241116f8e2dd93a00ba
1595274879.302,A60B7571,light,af8ac5d912fb5e8e1cb0
1595274879.326,608e7311,Round,d0788cb16b9dc90df3e2940e5
1595274879.382,9621ebc2,squirrel,cee40ac2a7d87af7b726091
1595274879.39,88fbaf94,round,6259c7cec5cd3fa6bed47359
1595274879.42,0c428083,squirrel,e43656dae399f0
1595274879.467,0c428083,squirrel,1efe1ac30f1dec10fac9
1595274879.47,0c428083,squirrel,23a6dcbdb4d300aa0370c17f
1595274879.518,9621ebc2,squirrel,eb121960611b3372050ec9bc9c
1595274879.565,c8428cc3,Squirrel,5d39b1cc7745b103cfd8c3
1595274879.573,9621ebc2,squirrel,c19b4162c6530065810
1595274879.6,0c428083,squirrel,1f45001a09bbf05e5b48604
1595274879.621,b777af2a,Squirrel,2fccb30ef6fba5b1bdf37bb9
1595274879.695,c8428cc3,Round,3301a50de70c50
1595274879.705,940B4D8A,squirrel,5b8cb9586249f92ccf
1595274879.741,9621ebc2,squirrel,663c6d07e091692361197019
1595274879.764,9621ebc2,green,bc11287c0ff1d9958183d70
1595274879.827,c8428cc3,Squirrel,a8bedd60c5181332d6ed8
1595274879.839,c8428cc3,Squirrel,e81299cca1e7b1ed081cdc72
1595274879.873,940B4D8A,round,552c7b3d151c5282faa2
1595274879.891,0c428083,light,1d73608d8e299
1595274879.955,9621ebc2,squirrel,441737f44d93371223
1595274879.96,0c428083,squirrel,fbf135ef952f4fe6e
1595274880.028,9621ebc2,squirrel,3eeaf3c0fe345
1595274880.098,0c428083,squirrel,79915d42be909d35876b5fe
1595274880.163,60c4b6ff,squirrel,83b388ccb84c143e5efbd3
1595274880.238,0c428083,squirrel,303f192612689fb6afa5788c
1595274880.28,3d23300e,green,83eb4264fa9f663
1595274880.283,c8428cc3,Squirrel,dceb31d31dc787a2860d952e4
1595274880.307,EE8C7925,Green,1b200557e5f7d5f8f5
1595274880.377,940B4D8A,round,d74d1588b769b6a
1595274880.381,60c4b6ff,squirrel,5045178adb37b
1595274880.428,9621ebc2,squirrel,261de89c8066481f32078aa
1595274880.458,9621ebc2,squirrel,c02a895c333b7f0cad0951cd6f
1595274880.494,60c4b6ff,squirrel,59ee89f99ad5b9fb6be
1595274880.497,60c4b6ff,squirrel,3822e7ffdc5ae4f4
1595274880.508,0c428083,squirrel,f0e9864a13859186dc
1595274880.526,9621ebc2,squirrel,2c6ba7f679b9fbdfcc53
1595274880.563,0c428083,squirrel,523341399086a9ec3ec
1595274880.579,88fbaf94,squirrel,6f24849d640087590ae46ef2
1595274880.588,0c428083,squirrel,32f4d4ddb334573
1595274880.592,9621ebc2,squirrel,6977b5978a6999903e94796aa
1595274880.61,9621ebc2,light,72b786169532eacea3
1595274880.62,0c428083,squirrel,cff055b494dc85cfc
1595274880.716,0c428083,squirrel,71b8fd4c229492bc0c8789
1595274880.743,88fbaf94,round,89c6ff2e59505c14b456
1595274880.793,0c428083,squirrel,348c97f5ee84db
1595274880.8,9621ebc2,squirrel,d5d3cf161df0e76d7034
1595274880.809,0c428083,squirrel,d0ed8a3cbb529685aa62c90d
1595274880.872,0c428083,squirrel,1acf3bfe78dc1771d
1595274880.897,0c428083,squirrel,8cad3f37ad0c9da
1595274880.934,9621ebc2,squirrel,dea1ac081dbe46bffb
1595274880.967,0c428083,squirrel,75a542a5fb2b99
1595274881.04,3d23300e,green,0185f0fef3603af6
1595274881.103,c8428cc3,Squirrel,7b0a19588ffd514714
1595274881.157,0c428083,squirrel,9cf7cbfbf6fb90145fbb0e7c8
1595274881.188,0C11352F,light,9401a72a437de31a9061cacf39
1595274881.196,60c4b6ff,light,09c515d7d69a2
1595274881.253,A60B7571,round,ab2cdf918a56710f
1595274881.256,0c428083,squirrel,22919b5b356e4e92332ebb
1595274881.329,b777af2a,Squirrel,6aaa53e4c6c074ba2
1595274881.356,0c428083,squirrel,9e7362fcf882e76181
1595274881.41,d5408274,Squirrel,3bae8e8b11cc5ff51
1595274881.42,608e7311,Round,22e460feb04ddf7dcb
1595274881.468,0c428083,squirrel,624bdbb2dac868adb
1595274881.493,9621ebc2,squirrel,c44a6228a2579f
1595274881.571,9621ebc2,squirrel,f8b5e1f23c4f2e3
1595274881.625,608e7311,Squirrel,449a04d7ace7e
1595274881.678,0c428083,squirrel,81dbe4f6e05ccbc7f672655
1595274881.728,9621ebc2,squirrel,7bad3236381d41fd
1595274881.788,60c4b6ff,squirrel,a2e63b57971c10e20c059ae
1595274881.809,9621ebc2,squirrel,0f15e36e93c9b5f
1595274881.816,c8428cc3,Squirrel,1b5e305f44871e07e422733ac4
1595274881.819,940B4D8A,squirrel,898d9ab89b1234d5
1595274881.859,60c4b6ff,squirrel,2734e285909a7abbcd5
1595274881.859,0c428083,squirrel,1372aaf27a2ff554cd8e058e
1595274881.913,940B4D8A,squirrel,09863d9231fad5e5758b456da1
1595274881.971,9621ebc2,squirrel,2d2f222bc435669729
1595274881.997,0c428083,squirrel,d8528961d6902eb669
1595274882.032,940B4D8A,light,a3bf65b96ad33f4
1595274882.083,940B4D8A,squirrel,6cf2af944adc99b2
